permco_1,permco_2,ssd,comnam_1,ticker_1,naics_1,comnam_2,ticker_2,naics_2
59412,59590,0.0187767572362477,AQUARON ACQUISITION CORP,AQU,523910,ESH ACQUISITION CORP,ESHA,523910
53438,53938,0.019112463180837,CHORD ENERGY CORP,CHRD,211120,CIVITAS RESOURCES INC,CIVI,213111
20077,41367,0.0196678169482141,AMERICAN ELECTRIC POWER CO INC,AEP,221118,FLOWERS FOODS INC,FLO,311812
20608,21640,0.0201258707652975,DUKE ENERGY CORP NEW,DUK,221118,SOUTHERN CO,SO,221118
11106,58291,0.0205759944275227,B O K FINANCIAL CORP,BOKF,522110,FIVE STAR BANCORP,FSBC,522110
30958,34798,0.020902951920332,HANOVER INSURANCE GROUP INC,THG,524126,SEMPRA ENERGY,SRE,221210
6748,21808,0.0209303719247532,ATMOS ENERGY CORP,ATO,221210,AMEREN CORP,AEE,221118
1467,20361,0.0211152697674935,ECOLAB INC,ECL,325611,C M S ENERGY CORP,CMS,221118
48793,52773,0.0211816247725345,INTERCONTINENTALEXCHANGE GRP INC,ICE,523210,FIRST FINANCIAL NORTHWEST INC,FFNW,522110
16470,34751,0.0213528313261895,DIAMOND HILL INVESTMENT GRP INC,DHIL,523940,INNOSPEC INC,IOSP,324110
15307,53368,0.0214929307587936,CAPITAL CITY BANK GROUP,CCBG,551111,FIRST INTERSTATE BANCSYSTEM INC,FIBK,551111
37659,47877,0.0215818866032502,BERKSHIRE HILLS BANCORP INC,BHLB,522110,FIRST BUSINESS FINL SVCS INC,FBIZ,522110
1015,7232,0.0220546544754607,CONSTELLATION BRANDS INC,STZ,312130,EXPEDITORS INTERNATIONAL WA INC,EXPD,488510
8360,15339,0.0233950776679435,F R P HOLDINGS INC,FRPH,484121,SILGAN HOLDINGS INC,SLGN,332431
7720,56754,0.0235030450113996,INDEPENDENT BANK CORP MICH,IBCP,522110,SOUTH PLAINS FINANCIAL INC,SPFI,522110
11344,28858,0.0237334008665472,ROPER TECHNOLOGIES INC,ROP,334513,LANDSTAR SYSTEM INC,LSTR,493110
3682,29863,0.0238898308201312,PROGRESSIVE CORP OH,PGR,524126,REINSURANCE GROUP OF AMERICA INC,RGA,524113
892,21328,0.0240099158631349,CHESAPEAKE UTILITIES CORP,CPK,221210,O G E ENERGY CORP,OGE,221118
29505,56912,0.0240530919288828,FIRST COMMONWEALTH FINANCIAL COR,FCF,522110,H B T FINANCIAL INC,HBT,522110
30513,52396,0.0240850805724833,CAPITAL ONE FINANCIAL CORP,COF,522110,DISCOVER FINANCIAL SERVICES,DFS,522110
21545,27610,0.0241161619967379,S J W GROUP,SJW,221310,YORK WATER CO,YORW,221310
10512,58502,0.0241326640112184,MERIT MEDICAL SYSTEMS INC,MMSI,339112,PHILLIPS EDISON & COMPANY INC,PECO,531110
15995,56962,0.0241841715061171,SURMODICS INC,SRDX,339112,HESS MIDSTREAM L P,HESM,211120
34838,53256,0.0242211937662721,REPUBLIC SERVICES INC,RSG,562219,VERISK ANALYTICS INC,VRSK,518210
2002,20968,0.0242996031832723,GRACO INC,GGG,333914,ILLINOIS TOOL WORKS INC,ITW,333248
12462,55705,0.0245817382249122,Q C R HOLDINGS INC,QCRH,522110,F B FINANCIAL CORP,FBK,522110
59108,59177,0.0246840797630844,WELSBACH TECH METALS ACQ CORP,WTMA,561499,FUTURETECH II ACQUISITION CORP,FTII,561499
29489,50700,0.0247021706792034,BOSTON SCIENTIFIC CORP,BSX,339112,MASTERCARD INC,MA,561499
43791,58181,0.0248055739639571,C M E GROUP INC,CME,523210,ENDEAVOR GROUP HOLDINGS INC,EDR,711410
20265,55428,0.0248312254919037,BANK OF NEW YORK MELLON CORP,BK,522110,PERFORMANCE FOOD GROUP CO,PFGC,424410
21810,44497,0.0249262487886987,UNION PACIFIC CORP,UNP,482111,L K Q CORP,LKQ,423930
12097,51962,0.0249602956719836,O REILLY AUTOMOTIVE INC NEW,ORLY,441330,BROADRIDGE FINANCIAL SOLUTNS INC,BR,518210
56833,56990,0.0250975838059044,PIONEER BANCORP INC,PBFS,522180,VELOCITY FINANCIAL INC,VEL,541611
779,55968,0.0252951407019785,COMMERCE BANCSHARES INC,CBSH,522110,BYLINE BANCORP INC,BY,522110
3624,9804,0.0257163398845497,BROWN & BROWN INC,BRO,524210,WASTE MANAGEMENT INC DEL,WM,562219
12139,12994,0.0258670709375339,GERMAN AMERICAN BANCORP INC,GABC,522110,SOUTHERN MISSOURI BANCORP INC,SMBC,522180
27374,53556,0.0259541831956034,GREIF INC,GEF,321920,HOWARD HUGHES HOLDINGS INC,HHH,237210
15657,35205,0.0260225117548514,LAKELAND FINANCIAL CORP,LKFN,522110,MERCANTILE BANK CORP,MBWM,522110
29067,31386,0.0263212937378937,M G I C INVESTMENT CORP WIS,MTG,524126,HARTFORD FINANCIAL SVCS GRP INC,HIG,524126
20017,56221,0.0265622645696378,ABBOTT LABORATORIES,ABT,325412,PLAYAGS INC,AGS,339999
20468,21188,0.0268887950707911,COCA COLA CO,KO,311930,MERCK & CO INC NEW,MRK,325412
46103,52142,0.0269248895686118,CITIZENS & NORTHERN CORP,CZNC,522110,TFS FINANCIAL CORP,TFSL,522180
55525,55670,0.0269828381930827,NICOLET BANKSHARES INC,NIC,522110,FIRST HAWAIIAN INC,FHB,522110
2093,7784,0.0270410421204249,HUNTINGTON BANCSHARES INC,HBAN,522110,CADENCE BANK,CADE,522110
4196,20997,0.0270920697084442,SONOCO PRODUCTS CO,SON,322130,INTERPUBLIC GROUP COS INC,IPG,541810
13682,21303,0.027210226355757,TAITRON COMPONENTS INC,TAIT,423690,NORTHROP GRUMMAN CORP,NOC,334511
20538,20574,0.0274161982906253,CROWN CRAFTS INC,CRWS,315990,D T E ENERGY CO,DTE,221118
5705,21530,0.0274857230153759,UTAH MEDICAL PRODUCTS INC,UTMD,339112,ROLLINS INC,ROL,561710
11092,30913,0.0278856777036753,ZEBRA TECHNOLOGIES CORP,ZBRA,334118,WABTEC CORP,WAB,336510
32066,54048,0.0279981811027656,VALERO ENERGY CORP NEW,VLO,324110,PHILLIPS 66,PSX,324110
16115,52785,0.0280289368252107,GUARANTY BANCSHARES INC,GNTY,522110,TOWNEBANK,TOWN,522110
540,54169,0.028518939670247,BERKSHIRE HATHAWAY INC DEL,BRK,524126,SOUND FINANCIAL BANCORP INC,SFBC,523940
4350,47864,0.0286752839392917,AMERICAN STATES WATER CO,AWR,221310,FIDELITY NATIONAL FINL INC NEW,FNF,524127
16614,57005,0.028724304317848,JUNIPER NETWORKS INC,JNPR,334118,S W K HOLDINGS CORP,SWKH,561499
15385,55047,0.0287255589345608,WINTRUST FINANCIAL CORP,WTFC,522110,ENOVA INTERNATIONAL INC,ENVA,522291
511,53407,0.0287516255011595,BLACK HILLS CORP,BKH,221118,FIRST AMERICAN FINL CORP NEW,FAF,524127
20610,21446,0.0288150822263945,MOODYS CORP,MCO,561450,PROCTER & GAMBLE CO,PG,325620
4295,55488,0.0289420086277911,STURM RUGER & CO INC,RGR,332994,R M R GROUP INC,RMR,531210
2253,50861,0.0290702775423971,WESTAMERICA BANCORPORATION,WABC,522110,HOME BANCSHARES INC,HOMB,551111
14781,59749,0.0295581715612107,CASS INFORMATION SYSTEMS INC,CASS,561499,N B BANCORP INC,NBBK,551111
4234,29610,0.029605220959834,SELECTIVE INSURANCE GROUP INC,SIGI,524210,MINERALS TECHNOLOGIES INC,MTX,325180
15921,56376,0.0297178873205328,TIMBERLAND BANCORP INC,TSBK,522110,ORIGIN BANCORP INC,OBK,522110
21158,21430,0.0297342306975205,MARSH & MCLENNAN COS INC,MMC,524210,PORTLAND GENERAL ELECTRIC CO,POR,221118
3309,21396,0.0298897271268929,NORTHWESTERN ENERGY GROUP INC,NWE,221118,EXELON CORP,EXC,221118
7684,53972,0.0299592642542298,ROSS STORES INC,ROST,458110,POST HOLDINGS INC,POST,311412
12525,14795,0.0300046149427524,FIRST FINANCIAL BANKSHARES INC,FFIN,522110,OCEANFIRST FINANCIAL CORP,OCFC,522180
20239,44612,0.0301799391927276,AVNET INC,AVT,423690,TD SYNNEX CORP,SNX,423430
11709,21351,0.0302251117502909,LITTELFUSE INC,LFUS,335313,P P G INDUSTRIES INC,PPG,325510
7113,20653,0.0302288708134311,BRADY CORP,BRC,339950,ENNIS INC,EBF,323111
16167,21866,0.030542031664461,COGNIZANT TECHNOLOGY SOLS CORP,CTSH,541511,PARAMOUNT GLOBAL,PARA,516120
8317,53620,0.0310241450384244,WERNER ENTERPRISES INC,WERN,484121,KNIGHT SWIFT TRANSPORT HDLGS INC,KNX,484121
12083,20371,0.0311559263594794,SANMINA CORP,SANM,334418,C T S CORP,CTS,334418
2971,54651,0.0311604885336272,M S A SAFETY INC,MSA,339113,FIRST BANK,FRBA,522180
544,21111,0.0312413707163385,BERKLEY W R CORP,WRB,524126,LOEWS CORP,L,524126
912,54198,0.0313202504662889,CINCINNATI FINANCIAL CORP,CINF,524113,BERRY GLOBAL GROUP INC,BERY,326199
10421,28392,0.0314602973841816,GREAT SOUTHERN BANCORP INC,GSBC,522110,FEDERAL AGRICULTURAL MORT CORP,AGM,522299
20642,21037,0.0315310104671528,MERITAGE HOMES CORP,MTH,236115,K B HOME,KBH,236117
21161,53622,0.0316868379782987,MASCO CORP,MAS,332913,WALKER & DUNLOP INC,WD,531210
10218,56915,0.0317546389160482,FIRST MERCHANTS CORP,FRME,524126,METROCITY BANKSHARES INC,MCBS,522110
282,11253,0.0320258761497952,ANALOG DEVICES INC,ADI,334413,QUALCOMM INC,QCOM,334220
589,55567,0.0320518177679614,BANK OF HAWAII CORP,BOH,522110,MIDLAND STATES BANCORP INC,MSBI,522110
10486,36336,0.0320914177815437,CISCO SYSTEMS INC,CSCO,334118,BLACKROCK INC NEW,BLK,523940
32101,54870,0.0321690235157854,CAMDEN NATIONAL CORP,CAC,522110,SERVISFIRST BANCSHARES INC,SFBS,551111
4557,56438,0.0322509069387629,THERMO FISHER SCIENTIFIC INC,TMO,334519,KEURIG DR PEPPER INC,KDP,312111
1689,11576,0.0323509221731072,M & T BANK CORP,MTB,522110,COLUMBIA BANKING SYSTEM INC,COLB,522110
23511,32132,0.0323714954091063,PACKAGING CORP AMERICA,PKG,322130,CHOICE HOTELS INTERNATIONAL INC,CHH,721110
7850,52391,0.0329181188694971,C N O FINANCIAL GROUP INC,CNO,524113,TIPTREE INC,TIPT,524126
8237,21409,0.0329775626141521,BALCHEM CORP,BCPC,325199,PINNACLE WEST CAPITAL CORP,PNW,221118
20964,55928,0.0330608606910381,I T T INC,ITT,333996,INGERSOLL RAND INC,IR,333413
21055,51196,0.033142379234902,KIMBERLY CLARK CORP,KMB,322291,WESTERN UNION CO,WU,522320
58724,59122,0.0331576915286217,HENNESSY CAPITAL INV CORP VI,HCVI,523910,C F S B BANCORP INC,CFSB,522180
3151,3860,0.0332406069006484,BANK OF AMERICA CORP,BAC,522110,R L I CORP,RLI,524126
9848,31838,0.0333026795869979,LABCORP HOLDINGS INC,LH,621511,QUEST DIAGNOSTICS INC,DGX,621511
31388,41820,0.0333250215272356,M S C INDUSTRIAL DIRECT INC,MSM,423830,P D F SOLUTIONS INC,PDFS,541511
1741,53141,0.0335400593336516,FIFTH THIRD BANCORP,FITB,522110,ORRSTOWN FINANCIAL SERVICES INC,ORRF,522110
4375,20238,0.0335454161855588,TENNANT CO,TNC,333310,AVERY DENNISON CORP,AVY,322220
10504,21326,0.0338191789276076,HOLOGIC INC,HOLX,334510,FIRSTENERGY CORP,FE,221118
7976,52845,0.0338983784187235,J & J SNACK FOODS CORP,JJSF,311821,KENNEDY WILSON HOLDINGS INC,KW,531210
46149,55033,0.0339463104965952,DOLBY LABORATORIES INC,DLB,334310,KEYSIGHT TECHNOLOGIES INC,KEYS,334513
14744,59277,0.0339482583539869,ANSYS INC,ANSS,513210,ASPEN TECHNOLOGY INC NEW,AZPN,541511
5679,44892,0.0341012789690829,WAFD INC,WAFD,522110,HILLTOP HOLDINGS INC,HTH,551112
20064,20440,0.0341113805654448,HESS CORP,HES,324110,CHEVRON CORP NEW,CVX,324110
1645,15596,0.034416562576418,U S BANCORP DEL,USB,522110,BANK O Z K,OZK,522110
8811,44893,0.0344510526691074,MARKEL GROUP INC,MKL,524126,ASSURANT INC,AIZ,524210
20684,54327,0.0348650355259211,NEXTERA ENERGY INC,NEE,221118,ZOETIS INC,ZTS,325412
12553,54318,0.0349588978537882,U F P INDUSTRIES INC,UFPI,321113,BOISE CASCADE CO,BCC,321113
16037,55898,0.0349743383862672,COLONY BANKCORP INC,CBAN,522110,SCHNEIDER NATIONAL INC,SNDR,484121
21457,55582,0.0352602359723163,T X N M ENERGY INC,TXNM,486210,US FOODS HOLDING CORP,USFD,424470
43449,55085,0.0353110701003165,BANC OF CALIFORNIA INC,BANC,522110,VERITEX HOLDINGS INC,VBTX,551111
90,54672,0.0354033188785159,AMERICAN EXPRESS CO,AXP,522291,HILTON WORLDWIDE HOLDINGS INC,HLT,721110
41464,57021,0.0355129468245494,SHORE BANCSHARES INC,SHBI,522110,CHOICEONE FINANCIAL SERVICES INC,COFS,522110
53113,55480,0.0356422739366542,VIRTUS INVESTMENT PARTNERS INC,VRTS,523940,EQUITY BANCSHARES INC,EQBK,522110
13402,51635,0.0360997914611965,COVENANT LOGISTICS GROUP INC,CVLG,484121,EMPLOYERS HOLDINGS INC,EIG,524210
56153,56487,0.0365111843106813,STELLAR BANCORP INC,STEL,522110,AMERANT BANCORP INC,AMTB,522110
5780,20499,0.0367618773946543,COOPER COMPANIES INC,COO,339115,CONSOLIDATED EDISON INC,ED,221118
16649,56179,0.0368062456427418,FIRST BANCORP INC ME,FNLC,522110,M V B FINANCIAL CORP,MVBF,522110
92,21832,0.0368113716602316,AFLAC INC,AFL,524114,R T X CORP,RTX,336412
21880,59618,0.0368205933275452,WALMART INC,WMT,455110,BV FINANCIAL INC,BVFL,522180
11559,26048,0.0368417900003768,D R HORTON INC,DHI,236117,ST JOE CO,JOE,531210
46692,55402,0.0369635342557837,MORNINGSTAR INC,MORN,523940,MADISON SQUARE GARD SPORTS CORP,MSGS,711510
29805,53402,0.0373477420949526,APTARGROUP INC,ATR,326199,EAGLE BANCORP MONTANA INC,EBMT,551111
11691,34765,0.0374196827504149,FIRST UNITED CORP,FUNC,522110,FEDERATED HERMES INC,FHI,523940
20284,44702,0.037435257979695,BECTON DICKINSON & CO,BDX,339112,C K X LANDS INC,CKX,211120
21242,59446,0.0375078280202031,N V R INC,NVR,236117,G E HEALTHCARE TECHNOLOGIES INC,GEHC,334517
4684,29936,0.037599107859185,SENSIENT TECHNOLOGIES CORP,SXT,311999,BORGWARNER INC,BWA,336390
21662,21888,0.0380103811220713,STANDEX INTERNATIONAL CORP,SXI,333415,GRAHAM HOLDINGS CO,GHC,611699
8179,15918,0.0381807375499547,INDEPENDENT BANK CORP MA,INDB,522110,HERITAGE FINANCIAL CORP WA,HFWA,522180
21397,44272,0.0382026468127094,ESSENTIAL UTILITIES INC,WTRG,221310,GRAPHIC PACKAGING HOLDING CO,GPK,322130
37727,46282,0.0384673724844576,INTUITIVE SURGICAL INC,ISRG,339113,NASDAQ INC,NDAQ,523210
20672,27739,0.0385259839938647,NEWMARKET CORP,NEU,325199,U S GLOBAL INVESTORS INC,GROW,523940
21205,57336,0.0386639423008755,3M CO,MMM,339112,BENTLEY SYSTEMS INC,BSY,513210
21629,59644,0.0387062134372628,SMUCKER J M CO,SJM,311421,VERALTO CORP,VLTO,334515
14152,56441,0.0387467119215278,NETAPP INC,NTAP,334112,TENABLE HOLDINGS INC,TENB,513210
21255,42524,0.0392757457924683,NATIONAL FUEL GAS CO N J,NFG,221210,PRUDENTIAL FINANCIAL INC,PRU,524113
21230,53383,0.0393148764555164,MOTOROLA SOLUTIONS INC,MSI,334220,PRIMERICA INC,PRI,524113
7871,9389,0.0396697801093975,COMMUNITY FINANCIAL SYSTEM INC,CBU,522110,HORIZON BANCORP INC,HBNC,522110
781,14091,0.0397175164266232,SYNOVUS FINANCIAL CORP,SNV,522110,BANNER CORP,BANR,522110
4298,20463,0.0397980752004953,STRYKER CORP,SYK,339112,CLOROX CO,CLX,325612
20363,59287,0.0398042869956726,C N A FINANCIAL CORP,CNA,524126,FEMTO TECHNOLOGIES INC,BCAN,449210
21398,57135,0.0400454774052728,ALTRIA GROUP INC,MO,312230,DUN & BRADSTREET HOLDINGS INC,DNB,561450
16578,54151,0.040187622686689,SIERRA BANCORP,BSRR,522110,HOMETRUST BANCSHARES INC,HTBI,551112
20945,29956,0.0402040356182359,HUBBELL INC,HUBB,335999,BELDEN INC NEW,BDC,335929
27497,45379,0.0403506613180213,WOODWARD INC,WWD,336413,DOMINOS PIZZA INC,DPZ,424490
21299,52985,0.0403587223084012,EVERSOURCE ENERGY,ES,221210,AMERICAN WATER WORKS CO INC,AWK,221310
54147,56013,0.0403703675241496,F S BANCORP INC,FSBW,522180,R B B BANCORP,RBB,522110
12058,16222,0.0403803872462376,BANCFIRST CORP,BANF,522110,REPUBLIC BANCORP INC KY,RBCAA,522110
840,54959,0.0405516827524397,CULLEN FROST BANKERS INC,CFR,551111,INVESTAR HOLDING CORP,ISTR,551111
56751,58562,0.0406765285099838,RED RIVER BANCSHARES INC,RRBI,522110,EVERCOMMERCE INC,EVCM,513210
53705,57218,0.0411833013945764,AIR LEASE CORP,AL,532490,C C C INTEL SOLUTIONS HLDGS INC,CCCS,523910
20207,20384,0.041208191238337,ARCHER DANIELS MIDLAND CO,ADM,311221,CAMPBELLS CO,CPB,311412
44721,51094,0.0412377380317831,PIPER SANDLER COMPANIES,PIPR,523150,EVERCORE INC,EVR,523150
10039,54180,0.0412636640797228,HINGHAM INSTITUTION FOR SVGS MA,HIFS,522110,NATIONAL BANK HOLDINGS CORP,NBHC,522110
2191,51457,0.0414265568935115,H N I CORP,HNI,337211,PRIMIS FINANCIAL CORP,FRST,522110
20435,53896,0.0415706143453665,CHEMED CORP NEW,CHE,523910,XYLEM INC,XYL,333914
15376,43691,0.0416528039142041,EURONET WORLDWIDE INC,EEFT,522320,SAFETY INSURANCE GROUP INC,SAFT,524126
20836,22075,0.0417185478329046,GORMAN RUPP CO,GRC,333996,IDEX CORP,IEX,333914
14046,55580,0.0417437885625605,POOL CORP,POOL,423910,SITEONE LANDSCAPE SUPPLY INC,SITE,423820
11003,14393,0.0422682644960392,CORVEL CORP,CRVL,561110,C S G SYSTEMS INTERNATIONAL INC,CSGS,518210
8702,11480,0.042274801913907,HEARTLAND EXPRESS INC,HTLD,484121,S & T BANCORP INC,STBA,522110
21219,21893,0.0424999599227364,MOOG INC,MOG,334511,WATSCO INC,WSO,423730
21402,54752,0.04275989316948,P V H CORP,PVH,315250,KNOWLES CORP,KN,334310
4163,12461,0.0429204015814563,TRUIST FINANCIAL CORP,TFC,522110,ATLANTIC UNION BANKSHARES CORP,AUB,522110
8596,54703,0.042961769079436,ENCOMPASS HEALTH CORP,EHC,622310,ELEMENT SOLUTIONS INC,ESI,325998
21625,45475,0.0430546254140091,SMITH A O CORP,AOS,335220,WESTLAKE CORP,WLK,325211
8087,12378,0.0431191097229951,T ROWE PRICE GROUP INC,TROW,523940,WINMARK CORP,WINA,533110
1103,15783,0.0431469435489348,CHURCH & DWIGHT INC,CHD,325611,CASELLA WASTE SYSTEMS INC,CWST,562219
21645,56605,0.0435415103157055,A T & T INC,T,517121,G C M GROSVENOR INC,GCMG,523910
1222,1868,0.0436090586332604,CALIFORNIA WATER SERVICE GROUP,CWT,221310,FULLER H B CO,FUL,325520
42533,55368,0.0437702680293697,WESTERN NEW ENGLAND BANCORP INC,WNEB,522180,PROVIDENT BANCORP INC MD,PVBC,522110
6051,21609,0.0437854174813121,UNIFIRST CORP,UNF,812332,SHERWIN WILLIAMS CO,SHW,325510
17469,20596,0.0438976641727398,NATIONAL BANKSHARES INC,NKSH,522110,DOVER CORP,DOV,333415
20557,21414,0.0439361972576428,DANAHER CORP,DHR,334519,BRINKS CO,BCO,488510
20370,21294,0.0440607181919867,C S X CORP,CSX,482111,NORFOLK SOUTHERN CORP,NSC,488510
20288,58704,0.0441016127392885,VERIZON COMMUNICATIONS INC,VZ,517121,ENACT HOLDINGS INC,ACT,524113
21838,21949,0.0443937040154171,UNIVERSAL CORP,UVV,424590,T J X COMPANIES INC NEW,TJX,458110
10743,52970,0.044406425120459,PARK NATIONAL CORP,PRK,522110,MIDWESTONE FINANCIAL GRP INC NEW,MOFG,522110
12038,56364,0.0444269168786788,STOCK YARDS BANCORP INC,SYBT,522110,BAYCOM CORP,BCML,522110
4342,11592,0.0446967457696375,SOUTHWEST GAS HOLDINGS INC,SWX,213112,STARBUCKS CORP,SBUX,722511
11713,45728,0.0447020277927816,ASGN INC,ASGN,541611,THERAVANCE INC,INVA,325412
10905,20906,0.0449452980067581,FIRSTCASH HOLDINGS INC,FCFS,459510,HERSHEY CO,HSY,311351
20898,54702,0.0449535971313767,HEICO CORP NEW,HEI,336412,ONE GAS INC,OGS,211120
2615,44726,0.045038458566926,LA Z BOY INC,LZB,337121,TEMPUR SEALY INTERNATIONAL INC,TPX,337126
32039,56723,0.0453923009621369,JONES LANG LASALLE INC,JLL,531210,CORTEVA INC,CTVA,115112
20531,21080,0.0454555731295091,CRANE N X T CO,CXT,332912,SPIRE INC,SR,221210
6262,54361,0.0455404753991712,CARDINAL HEALTH INC,CAH,424210,EVERTEC INC,EVTC,561110
10563,55806,0.0456593321180236,KEMPER CORP DE,KMPR,524126,HILTON GRAND VACATIONS INC,HGV,721110
29347,54157,0.0458016042866311,HORACE MANN EDUCATORS CORP NEW,HMN,524113,GLOBUS MEDICAL INC,GMED,339112
11225,56029,0.045867560225376,WORLD ACCEPTANCE CORP,WRLD,522291,PRINCETON BANCORP INC,BPRN,522110
37161,54433,0.0460663227004978,HEALTHSTREAM INC,HSTM,621111,NEWS CORP NEW,NWSA,513110
45886,52983,0.0466907498323686,SPOK HOLDINGS INC,SPOK,517112,VISA INC,V,561499
20537,20592,0.0467630932908083,CROWN HOLDINGS INC,CCK,332431,DOMINION ENERGY INC,D,211120
8600,29327,0.0471766622248195,MARTEN TRANSPORT LTD,MRTN,484121,WABASH NATIONAL CORP,WNC,336212
1688,41257,0.0475671595818884,FRANKLIN ELECTRIC INC,FELE,335312,MARINE PRODUCTS CORP,MPX,336612
