permco_1,permco_2,ssd,comnam_1,ticker_1,naics_1,comnam_2,ticker_2,naics_2
20235,30958,0.1900136662475448,AUTOMATIC DATA PROCESSING INC,ADP,518210,HANOVER INSURANCE GROUP INC,THG,524126
21351,36383,0.19010289335627828,P P G INDUSTRIES INC,PPG,325510,UNITED PARCEL SERVICE INC,UPS,492110
2253,56376,0.19302655906443003,WESTAMERICA BANCORPORATION,WABC,522110,ORIGIN BANCORP INC,OBK,522110
5057,9645,0.1931802398036614,ZIONS BANCORPORATION N A,ZION,522110,COMMUNITY TRUST BANCORP INC,CTBI,522110
5440,8766,0.19543168735122368,FULTON FINANCIAL CORP PA,FULT,522110,WSFS FINANCIAL CORP,WSFS,522110
6736,10954,0.19609477259972516,FIRST FINANCIAL BANCORP OHIO,FFBC,522110,HANCOCK WHITNEY CORP,HWC,522110
47877,58291,0.198727311846953,FIRST BUSINESS FINL SVCS INC,FBIZ,522110,FIVE STAR BANCORP,FSBC,522110
53438,53938,0.20180722397918507,CHORD ENERGY CORP,CHRD,211120,CIVITAS RESOURCES INC,CIVI,213111
21158,21446,0.202962306144937,MARSH & MCLENNAN COS INC,MMC,524210,PROCTER & GAMBLE CO,PG,325620
362,8534,0.20412360443980465,ASSOCIATED BANC CORP,ASB,522110,F N B CORP PA,FNB,522110
540,34838,0.20415881862764135,BERKSHIRE HATHAWAY INC DEL,BRK,524126,REPUBLIC SERVICES INC,RSG,562219
20495,20798,0.20644342107197625,CONAGRA BRANDS INC,CAG,311412,GENERAL MILLS INC,GIS,311999
41464,56518,0.20769523545693255,SHORE BANCSHARES INC,SHBI,522110,CAPITAL BANCORP INC,CBNK,551111
6281,13413,0.20884693102556467,1ST SOURCE CORP,SRCE,522110,NORTHWEST BANCSHARES INC,NWBI,551111
46694,56364,0.21038048526974956,PLUMAS BANCORP,PLBC,522110,BAYCOM CORP,BCML,522110
3309,20574,0.21060278873215318,NORTHWESTERN ENERGY GROUP INC,NWE,221118,D T E ENERGY CO,DTE,221118
9389,32101,0.21062032577940565,HORIZON BANCORP INC,HBNC,522110,CAMDEN NATIONAL CORP,CAC,522110
21206,21397,0.21066606909591143,ALLETE INC,ALE,221118,ESSENTIAL UTILITIES INC,WTRG,221310
48793,52858,0.21375574729979152,INTERCONTINENTALEXCHANGE GRP INC,ICE,523210,ENSIGN GROUP INC,ENSG,623110
9280,56912,0.21727597575685687,CITY HOLDING CO,CHCO,522110,H B T FINANCIAL INC,HBT,522110
21356,31838,0.22185342911340789,P G & E CORP,PCG,221118,QUEST DIAGNOSTICS INC,DGX,621511
13092,56754,0.22420743051049408,AMERIS BANCORP,ABCB,522110,SOUTH PLAINS FINANCIAL INC,SPFI,522110
20284,20997,0.226114476884755,BECTON DICKINSON & CO,BDX,339112,INTERPUBLIC GROUP COS INC,IPG,541810
31854,46284,0.22619304096982226,INTERNATIONAL BANCSHARES CORP,IBOC,522110,PREFERRED BANK LOS ANGELES,PFBC,522110
3363,21409,0.23286419016239132,OLD REPUBLIC INTERNATIONAL CORP,ORI,524126,PINNACLE WEST CAPITAL CORP,PNW,221118
34846,55587,0.23391805611785227,HERITAGE COMMERCE CORP,HTBK,522110,HARBORONE BANCORP INC NEW,HONE,522110
779,7067,0.2340252928329221,COMMERCE BANCSHARES INC,CBSH,522110,OLD NATIONAL BANCORP,ONB,522110
6333,55402,0.23544173451215622,PAYCHEX INC,PAYX,541219,MADISON SQUARE GARD SPORTS CORP,MSGS,711510
32069,58684,0.23562209842394774,BAR HARBOR BANKSHARES,BHB,551111,SOUTHERN STATES BANCSHARES INC,SSBK,551111
58607,58752,0.23584095115880066,TEXAS COMMUNITY BANCSHARES INC,TCBS,551111,WINVEST ACQUISITION CORP,WINV,523910
21018,21810,0.23605142948725547,JOHNSON & JOHNSON,JNJ,339112,UNION PACIFIC CORP,UNP,482111
21394,27610,0.23971515466932686,PFIZER INC,PFE,325412,YORK WATER CO,YORW,221310
20906,21384,0.24099874767194568,HERSHEY CO,HSY,311351,PEPSICO INC,PEP,312111
2002,22075,0.2420457248133112,GRACO INC,GGG,333914,IDEX CORP,IEX,333914
53407,58502,0.24321199847141223,FIRST AMERICAN FINL CORP NEW,FAF,524127,PHILLIPS EDISON & COMPANY INC,PECO,531110
11344,59139,0.2449964578424219,ROPER TECHNOLOGIES INC,ROP,334513,PAPAYA GROWTH OPP CORP I,PPYA,561499
43689,43857,0.24985727276726072,PARKE BANCORP INC,PKBK,522110,PROVIDENT FINANCIAL SVCS INC,PFS,522180
7337,58840,0.2504310141503735,MAYS J W INC,MAYS,531312,CATALYST BANCORP INC,CLST,561499
14795,53098,0.2517693786837994,OCEANFIRST FINANCIAL CORP,OCFC,522180,HOME BANCORP INC,HBCP,522180
52134,56751,0.2532601066491213,E S S A BANCORP INC,ESSA,522110,RED RIVER BANCSHARES INC,RRBI,522110
20592,21255,0.253426443401974,DOMINION ENERGY INC,D,211120,NATIONAL FUEL GAS CO N J,NFG,221210
20468,21326,0.2537529944614011,COCA COLA CO,KO,311930,FIRSTENERGY CORP,FE,221118
3306,45174,0.2544262889476199,NORTHWEST NATURAL HOLDING CO,NWN,221210,GENWORTH FINANCIAL INC,GNW,524113
8360,14744,0.254548031412167,F R P HOLDINGS INC,FRPH,484121,ANSYS INC,ANSS,513210
32136,46692,0.25742762017943066,AFFILIATED MANAGERS GROUP INC,AMG,523150,MORNINGSTAR INC,MORN,523940
15307,57369,0.2598316555150303,CAPITAL CITY BANK GROUP,CCBG,551111,EASTERN BANKSHARES INC,EBC,522180
16115,54198,0.260137802006336,GUARANTY BANCSHARES INC,GNTY,522110,BERRY GLOBAL GROUP INC,BERY,326199
55480,55525,0.2605015029026649,EQUITY BANCSHARES INC,EQBK,522110,NICOLET BANKSHARES INC,NIC,522110
1868,13269,0.26055455035566333,FULLER H B CO,FUL,325520,AMEDISYS INC,AMED,621610
9375,14046,0.26789847537675204,MIDDLEBY CORP,MIDD,333310,POOL CORP,POOL,423910
20499,21396,0.26912266430438925,CONSOLIDATED EDISON INC,ED,221118,EXELON CORP,EXC,221118
4260,21457,0.2734340922856954,STATE STREET CORP,STT,522110,T X N M ENERGY INC,TXNM,486210
14143,54752,0.2740938193307771,ADVANCED ENERGY INDUSTRIES INC,AEIS,334419,KNOWLES CORP,KN,334310
16649,54270,0.277314326142967,FIRST BANCORP INC ME,FNLC,522110,CHEMUNG FINANCIAL CORP,CHMG,522110
10805,16026,0.27962624113543766,CATHAY GENERAL BANCORP,CATY,551111,BROOKLINE BANCORP INC,BRKL,522110
8087,10408,0.2807628905902777,T ROWE PRICE GROUP INC,TROW,523940,P T C INC,PTC,541512
912,23511,0.28387175059446207,CINCINNATI FINANCIAL CORP,CINF,524113,PACKAGING CORP AMERICA,PKG,322130
8508,20968,0.2874017828661486,WATTS WATER TECHNOLOGIES INC,WTS,332919,ILLINOIS TOOL WORKS INC,ITW,333248
41367,57336,0.28982229646533175,FLOWERS FOODS INC,FLO,311812,BENTLEY SYSTEMS INC,BSY,513210
46103,54584,0.29018515686687385,CITIZENS & NORTHERN CORP,CZNC,522110,MARCUS & MILLICHAP INC,MMI,531210
33,21365,0.29074787653120393,MOLSON COORS BEVERAGE CO,TAP,312120,PARK AEROSPACE CORP,PKE,334418
20064,26024,0.2942807236675476,HESS CORP,HES,324110,COTERRA ENERGY INC,CTRA,211120
5705,9522,0.29543906927324526,UTAH MEDICAL PRODUCTS INC,UTMD,339112,INGLES MARKETS INC,IMKTA,445110
12058,15918,0.2956437088013668,BANCFIRST CORP,BANF,522110,HERITAGE FINANCIAL CORP WA,HFWA,522180
4350,6051,0.29568382871576543,AMERICAN STATES WATER CO,AWR,221310,UNIFIRST CORP,UNF,812332
20265,55384,0.2967727834498644,BANK OF NEW YORK MELLON CORP,BK,522110,HOULIHAN LOKEY INC,HLI,523940
2093,15385,0.29798549433349014,HUNTINGTON BANCSHARES INC,HBAN,522110,WINTRUST FINANCIAL CORP,WTFC,522110
21244,46282,0.30015133493453783,NISOURCE INC,NI,221118,NASDAQ INC,NDAQ,523210
59400,59562,0.3001978125162899,LINKBANCORP INC,LNKB,551111,CALIFORNIA BANCORP,BCAL,522110
2709,21161,0.3011907094860341,LOWES COMPANIES INC,LOW,444180,MASCO CORP,MAS,332913
21045,27374,0.30211723698139453,KENNAMETAL INC,KMT,333131,GREIF INC,GEF,321920
7460,31896,0.304183712646074,SIMMONS 1ST NATIONAL CORP,SFNC,522110,SOUTHSTATE CORP,SSB,522110
5856,43261,0.3055041476523682,C V B FINANCIAL CORP,CVBF,522110,WEST BANCORPORATION INC,WTBA,522110
8317,53620,0.3057500378336461,WERNER ENTERPRISES INC,WERN,484121,KNIGHT SWIFT TRANSPORT HDLGS INC,KNX,484121
1645,16313,0.3065732683118303,U S BANCORP DEL,USB,522110,PROSPERITY BANCSHARES INC,PB,522110
42001,53987,0.3070052063917673,OVINTIV INC,OVV,213112,MATADOR RESOURCES CO,MTDR,211120
47864,53374,0.3097692909069401,FIDELITY NATIONAL FINL INC NEW,FNF,524127,S S & C TECHNOLOGIES HLDGS INC,SSNC,513210
21322,35222,0.3103410215159249,OCCIDENTAL PETROLEUM CORP,OXY,211120,DEVON ENERGY CORP NEW,DVN,211120
544,12097,0.3114150027714501,BERKLEY W R CORP,WRB,524126,O REILLY AUTOMOTIVE INC NEW,ORLY,441330
29067,54658,0.3118352975512414,M G I C INVESTMENT CORP WIS,MTG,524126,N M I HOLDINGS INC,NMIH,524126
1222,21299,0.31715400436340924,CALIFORNIA WATER SERVICE GROUP,CWT,221310,EVERSOURCE ENERGY,ES,221210
9971,16470,0.3183298005201931,LINDSAY CORP,LNN,333111,DIAMOND HILL INVESTMENT GRP INC,DHIL,523940
7232,28858,0.319456480872123,EXPEDITORS INTERNATIONAL WA INC,EXPD,488510,LANDSTAR SYSTEM INC,LSTR,493110
32185,53141,0.32126383759207455,MID PENN BANCORP INC,MPB,522110,ORRSTOWN FINANCIAL SERVICES INC,ORRF,522110
53368,56331,0.3252697220412902,FIRST INTERSTATE BANCSYSTEM INC,FIBK,551111,BUSINESS FIRST BANCSHARES INC,BFST,
6944,43147,0.3255651573912143,GLACIER BANCORP INC NEW,GBCI,551111,PINNACLE FINANCIAL PARTNERS INC,PNFP,522110
20077,58704,0.32846161569671994,AMERICAN ELECTRIC POWER CO INC,AEP,221118,ENACT HOLDINGS INC,ACT,524113
15783,56962,0.32887527067666283,CASELLA WASTE SYSTEMS INC,CWST,562219,HESS MIDSTREAM L P,HESM,211120
3911,5085,0.3289336552409975,R P M INTERNATIONAL INC,RPM,325520,HOME DEPOT INC,HD,444110
54361,57795,0.3289913012680367,EVERTEC INC,EVTC,561110,ON24 INC,ONTF,513210
15940,21763,0.3289915856886233,VERISIGN INC,VRSN,541511,TOOTSIE ROLL INDS INC,TR,311340
11480,56860,0.3298772977734168,S & T BANCORP INC,STBA,522110,CROSSFIRST BANKSHARES INC,CFB,522110
20991,21414,0.3320604917206327,INTERNATIONAL FLAVORS & FRAG INC,IFF,325199,BRINKS CO,BCO,488510
27739,57005,0.33400522937330474,U S GLOBAL INVESTORS INC,GROW,523940,S W K HOLDINGS CORP,SWKH,561499
4818,55027,0.33632885399044005,VALLEY NATIONAL BANCORP,VLY,522110,MIDDLEFIELD BANC CORP,MBCN,522110
12139,56915,0.3384461620614787,GERMAN AMERICAN BANCORP INC,GABC,522110,METROCITY BANKSHARES INC,MCBS,522110
16167,52840,0.33919618052680933,COGNIZANT TECHNOLOGY SOLS CORP,CTSH,541511,M S C I INC,MSCI,561499
10303,37161,0.3408161994007975,ELECTRONIC ARTS INC,EA,513210,HEALTHSTREAM INC,HSTM,621111
12339,15339,0.3413461181425079,MONARCH CASINO & RESORT INC,MCRI,721110,SILGAN HOLDINGS INC,SLGN,332431
15547,15993,0.3421578491563823,PACIFIC PREMIER BANCORP INC,PPBI,522110,NORWOOD FINANCIAL CORP,NWFL,522110
1015,44702,0.3432719593633242,CONSTELLATION BRANDS INC,STZ,312130,C K X LANDS INC,CKX,211120
4040,34765,0.3437112945545019,S E I INVESTMENTS CO,SEIC,525910,FEDERATED HERMES INC,FHI,523940
22113,52977,0.3439995820532097,EOG RESOURCES INC,EOG,211120,NORTHERN OIL & GAS INC,NOG,211120
589,56153,0.34442167542657093,BANK OF HAWAII CORP,BOH,522110,STELLAR BANCORP INC,STEL,522110
3860,44893,0.3486306233333149,R L I CORP,RLI,524126,ASSURANT INC,AIZ,524210
59138,59335,0.34936965802860953,N S T S BANCORP INC,NSTS,523910,ECB BANCORP INC,ECBK,522110
3741,37682,0.3501936578107187,QUAKER CHEMICAL CORP,KWR,324191,VISTEON CORP,VC,336390
8811,21111,0.3511727700170019,MARKEL GROUP INC,MKL,524126,LOEWS CORP,L,524126
10110,59146,0.3534780828061107,TRIMAS CORP,TRS,336999,WESTERN ACQ VENTURES CORP,WAVS,523910
21242,21349,0.3543241390197547,N V R INC,NVR,236117,PULTE GROUP INC,PHM,236117
12994,52970,0.35449414236687415,SOUTHERN MISSOURI BANCORP INC,SMBC,522180,MIDWESTONE FINANCIAL GRP INC NEW,MOFG,522110
15657,28392,0.3546171568681038,LAKELAND FINANCIAL CORP,LKFN,522110,FEDERAL AGRICULTURAL MORT CORP,AGM,522299
1344,20678,0.35684845330584636,DONALDSON INC,DCI,333413,EXXON MOBIL CORP,XOM,211120
50731,53647,0.35711296193879355,FIRST BANCSHARES INC MS,FBMS,522110,BANKUNITED INC,BKU,522110
4673,54870,0.3572147812753596,U M B FINANCIAL CORP,UMBF,522110,SERVISFIRST BANCSHARES INC,SFBS,551111
20363,53972,0.35828177619880086,C N A FINANCIAL CORP,CNA,524126,POST HOLDINGS INC,POST,311412
20408,20945,0.35919329920386606,CATERPILLAR INC,CAT,333120,HUBBELL INC,HUBB,335999
16037,55935,0.36047947747332015,COLONY BANKCORP INC,CBAN,522110,FARMERS & MERCHANTS BANCORP INC,FMAO,522110
20596,55956,0.36105797786646676,DOVER CORP,DOV,333415,ANTERO MIDSTREAM CORP,AM,221210
12951,50202,0.3615404518433507,LANDMARK BANCORP INC,LARK,522110,MAGYAR BANCORP INC,MGYR,522180
13682,54824,0.3615660268414789,TAITRON COMPONENTS INC,TAIT,423690,NAVIENT CORP,NAVI,523150
12412,12462,0.3628394066364712,PATHWARD FINANCIAL INC,CASH,522110,Q C R HOLDINGS INC,QCRH,522110
9141,52785,0.36368606446144536,FIRST BANCORP NC,FBNC,522110,TOWNEBANK,TOWN,522110
16758,31661,0.3652553680935767,NETSCOUT SYSTEMS INC,NTCT,541512,FACTSET RESEARCH SYSTEMS INC,FDS,518210
4557,20557,0.3668532715445343,THERMO FISHER SCIENTIFIC INC,TMO,334519,DANAHER CORP,DHR,334519
7850,54809,0.3684413542165035,C N O FINANCIAL GROUP INC,CNO,524113,MOELIS & CO,MC,523940
21372,50700,0.3698799007697402,AMERICAN FINANCIAL GROUP INC NEW,AFG,524210,MASTERCARD INC,MA,561499
21055,21530,0.37060828601723794,KIMBERLY CLARK CORP,KMB,322291,ROLLINS INC,ROL,561710
21168,29780,0.37080765064636645,MATTEL INC,MAT,339930,ETHAN ALLEN INTERIORS INC,ETD,449110
20345,31388,0.37180592720083844,MATERION CORP,MTRN,331410,M S C INDUSTRIAL DIRECT INC,MSM,423830
153,21629,0.3729705857595452,ALICO INC,ALCO,111320,SMUCKER J M CO,SJM,311421
22168,56367,0.37314629182696296,HONEYWELL INTERNATIONAL INC,HON,336412,JERASH HOLDINGS US INC,JRSH,313210
54651,56029,0.3736237597023637,FIRST BANK,FRBA,522180,PRINCETON BANCORP INC,BPRN,522110
6262,20463,0.3758195393364545,CARDINAL HEALTH INC,CAH,424210,CLOROX CO,CLX,325612
41680,55296,0.3764998493331667,MONDELEZ INTERNATIONAL INC,MDLZ,311513,KRAFT HEINZ CO,KHC,311513
20965,21931,0.3775670818337455,IDACORP INC,IDA,221118,W E C ENERGY GROUP INC,WEC,221118
12289,56488,0.3781579505485442,PREMIER FINANCIAL CORP,PFC,522180,P C B BANCORP,PCB,522110
4234,14781,0.38202674500030204,SELECTIVE INSURANCE GROUP INC,SIGI,524210,CASS INFORMATION SYSTEMS INC,CASS,561499
12038,14091,0.3821574326101307,STOCK YARDS BANCORP INC,SYBT,522110,BANNER CORP,BANR,522110
20585,21526,0.383811127628911,DIODES INC,DIOD,334413,ROGERS CORP,ROG,325211
20932,36364,0.38396991684182513,HORMEL FOODS CORP,HRL,311611,AGILENT TECHNOLOGIES INC,A,334516
840,3275,0.38398358614065287,CULLEN FROST BANKERS INC,CFR,551111,NORTHERN TRUST CORP,NTRS,522110
7864,20017,0.3842923492997681,HENRY JACK & ASSOC INC,JKHY,541512,ABBOTT LABORATORIES,ABT,325412
2971,21743,0.3869558462666572,M S A SAFETY INC,MSA,339113,TEXTRON INC,TXT,336411
54180,55968,0.38726523786986233,NATIONAL BANK HOLDINGS CORP,NBHC,522110,BYLINE BANCORP INC,BY,522110
11980,54958,0.38954318613352534,NATHANS FAMOUS INC NEW,NATH,722511,IRADIMED CORP,IRMD,339112
137,57037,0.39068798904986457,AMERICAN INTERNATIONAL GROUP INC,AIG,524126,OTIS WORLDWIDE CORP,OTIS,334419
21625,45475,0.39277129946130385,SMITH A O CORP,AOS,335220,WESTLAKE CORP,WLK,325211
34798,50594,0.39290029033600704,SEMPRA ENERGY,SRE,221210,LAKE SHORE BANCORP INC,LSBK,522110
16290,58551,0.39371088797205067,FIRST BUSEY CORP,BUSE,522110,BLUE FOUNDRY BANCORP,BLFY,551111
21300,54858,0.3941079506456335,X C E L ENERGY INC,XEL,221118,BANKWELL FINANCIAL GROUP INC,BWFG,551111
12669,15994,0.3951220624037374,MADDEN STEVEN LTD,SHOO,316210,PC CONNECTION INC,CNXN,459999
10743,55006,0.395398637469675,PARK NATIONAL CORP,PRK,522110,CITIZENS FINANCIAL GROUP INC,CFG,522110
7720,44293,0.3960948275136989,INDEPENDENT BANK CORP MICH,IBCP,522110,UNIVEST FINANCIAL CORP,UVSP,522110
44059,51962,0.39653794630735717,OPTIMUMBANK HOLDINGS INC,OPHC,522110,BROADRIDGE FINANCIAL SOLUTNS INC,BR,518210
21662,50965,0.3970562162297526,STANDEX INTERNATIONAL CORP,SXI,333415,TRAVEL & LEISURE CO,TNL,721110
53402,53975,0.3991235440066879,EAGLE BANCORP MONTANA INC,EBMT,551111,RADIANT LOGISTICS INC,RLGT,488510
21876,30260,0.4021591275061684,VULCAN MATERIALS CO,VMC,212313,MARTIN MARIETTA MATERIALS INC,MLM,212313
12025,41870,0.4028776105862924,ALAMO GROUP INC,ALG,333111,ZIMMER BIOMET HOLDINGS INC,ZBH,339113
44892,52142,0.40372595800310757,HILLTOP HOLDINGS INC,HTH,551112,TFS FINANCIAL CORP,TFSL,522180
51457,56179,0.4054715372059029,PRIMIS FINANCIAL CORP,FRST,522110,M V B FINANCIAL CORP,MVBF,522110
20653,56833,0.4079929238937678,ENNIS INC,EBF,323111,PIONEER BANCORP INC,PBFS,522180
7902,46685,0.409870224543049,MONSTER BEVERAGE CORP NEW,MNST,312111,WARNER MUSIC GROUP CORP,WMG,561499
1582,56705,0.4108030184655695,ESCALADE INC,ESCA,339920,MAINSTREET BANCSHARES INC,MNSB,522110
34665,55545,0.41260324418262756,STEELCASE INC,SCS,337214,GLOBAL WATER RESOURCES INC,GWRS,221310
32093,59177,0.41433355545224737,YUM BRANDS INC,YUM,722511,FUTURETECH II ACQUISITION CORP,FTII,561499
32066,53810,0.4150453399411741,VALERO ENERGY CORP NEW,VLO,324110,MARATHON PETROLEUM CORP,MPC,324110
4684,42524,0.4155751620988658,SENSIENT TECHNOLOGIES CORP,SXT,311999,PRUDENTIAL FINANCIAL INC,PRU,524113
1688,43691,0.4210077512629129,FRANKLIN ELECTRIC INC,FELE,335312,SAFETY INSURANCE GROUP INC,SAFT,524126
8600,54355,0.42129268655526125,MARTEN TRANSPORT LTD,MRTN,484121,N V 5 GLOBAL INC,NVEE,561499
21177,36380,0.4215138451805329,MCDONALDS CORP,MCD,722511,TELEDYNE TECHNOLOGIES,TDY,334419
7976,45871,0.42355165633600084,J & J SNACK FOODS CORP,JJSF,311821,ORMAT TECHNOLOGIES INC,ORA,221118
20538,51196,0.4260932333637726,CROWN CRAFTS INC,CRWS,315990,WESTERN UNION CO,WU,522320
47887,56293,0.42629733331265857,WATERSTONE FINANCIAL INC NEW,WSBF,522180,BRIDGEWATER BANCSHARES INC,BWB,522110
14602,20238,0.42696686720950794,F T I CONSULTING INC,FCN,541611,AVERY DENNISON CORP,AVY,322220
20344,21927,0.4282791451687846,BRUNSWICK CORP,BC,333618,WINNEBAGO INDUSTRIES INC,WGO,336213
10486,59667,0.43106212965881857,CISCO SYSTEMS INC,CSCO,334118,SR BANCORP INC,SRBK,522180
4295,11238,0.4313488824463538,STURM RUGER & CO INC,RGR,332994,SANFILIPPO JOHN B & SON,JBSS,311911
3151,20483,0.43538242869810984,BANK OF AMERICA CORP,BAC,522110,CITIGROUP INC,C,522110
14969,53556,0.437372551236232,ONITY GROUP INC,ONIT,522292,HOWARD HUGHES HOLDINGS INC,HHH,237210
15376,20531,0.4375881203361577,EURONET WORLDWIDE INC,EEFT,522320,CRANE N X T CO,CXT,332912
20370,56119,0.43780085860413004,C S X CORP,CSX,482111,CANNAE HOLDINGS INC,CNNE,722511
21645,52120,0.4382547615309679,A T & T INC,T,517121,T MOBILE U S INC,TMUS,517112
29347,52983,0.4383882975001506,HORACE MANN EDUCATORS CORP NEW,HMN,524113,VISA INC,V,561499
20543,21367,0.4398300486395411,CUMMINS INC,CMI,333618,PARKER HANNIFIN CORP,PH,333995
55567,56000,0.44004750726065794,MIDLAND STATES BANCORP INC,MSBI,522110,BRIGHTHOUSE FINANCIAL INC,BHF,524113
21888,56541,0.4402001648516567,GRAHAM HOLDINGS CO,GHC,611699,ARCOSA INC,ACA,332999
46149,54170,0.4407093901628244,DOLBY LABORATORIES INC,DLB,334310,TILE SHOP HOLDINGS INC,TTSH,444110
892,21179,0.4418154926148137,CHESAPEAKE UTILITIES CORP,CPK,221210,S & P GLOBAL INC,SPGI,523940
7557,30251,0.4438122573191988,L C I INDUSTRIES,LCII,336390,BEAZER HOMES USA INC,BZH,236117
52985,56438,0.44669782329796187,AMERICAN WATER WORKS CO INC,AWK,221310,KEURIG DR PEPPER INC,KDP,312111
55685,59594,0.44701384924961246,DONNELLEY FINANCIAL SOL INC,DFIN,518210,ATLANTA BRAVES HOLDINGS INC,BATRA,551112
4120,8889,0.44724336778875534,STEWART INFORMATION SVCS CORP,STC,524127,FIRST BANCORP P R,FBP,522110
13300,45695,0.447358257252991,DARLING INGREDIENTS INC,DAR,311613,MOSAIC CO NEW,MOS,325312
475,29602,0.4482494333728334,POPULAR INC,BPOP,522110,RADIAN GROUP INC,RDN,524126
15916,58897,0.4500804935446358,DENNYS CORP,DENN,722511,UDEMY INC,UDMY,611699
53256,54433,0.4525528556685679,VERISK ANALYTICS INC,VRSK,518210,NEWS CORP NEW,NWS,513110
2552,31847,0.46331042033507525,KULICKE & SOFFA INDS INC,KLIC,334413,ROCKWELL AUTOMATION INC,ROK,335312
35177,56605,0.46679230689603535,LENNOX INTERNATIONAL INC,LII,333415,G C M GROSVENOR INC,GCMG,523910
9804,55890,0.4673400059382783,WASTE MANAGEMENT INC DEL,WM,562219,N I HOLDINGS INC,NODK,525990
92,58075,0.46816325827152194,AFLAC INC,AFL,524114,ADVANCED FLOWER CAPITAL INC,AFCG,531210
21723,46889,0.4689718082308084,TELEFLEX INC,TFX,339112,TREEHOUSE FOODS INC,THS,311422
2535,4163,0.47046731475619075,KEYCORP NEW,KEY,522110,TRUIST FINANCIAL CORP,TFC,522110
